uuid,name,description,location,date,start_time,end_time,tags,speakers
67130251-50e4-4c22-bdc6-4f6ab09b5bb5,Benchmarking like a Scientist: Communicating Code's Performance.,"As software developers, it's not enough to simply write efficient code - we need to be able to communicate its performance effectively too. That's where benchmarking comes in. In this session, we'll dive into benchmarking, examining the different approaches and tools available for measuring the performance of your code. From micro to macro and synthetic benchmarking, we'll cover best practices and common pitfalls to avoid. We'll also delve into the crucial aspect of communication - how to present your benchmark results in a clear and concise manner, so that they can be easily understood by both technical and non-technical stakeholders. Whether you're a seasoned developer or new to the field, this talk will give you the skills and knowledge you need to effectively benchmark your code and communicate its performance.",Room 101,2024-08-28,11:00:00,12:00:00,"['Benchmarking', 'performance measurement', 'Intermediate']","['Gerald Luna', 'Journey Tanner', 'Bruno Hudson']"
9e292c3c-92fb-4a5e-97b2-a59666056866,Demystifying data privacy and your responsibilities,"We've been collecting as much data as we can about anyone or anything in hopes of better understanding our users, their habits, how they use our applications, where they're using it, or glean any other insight to give us a competitive advantage over our competitors. But with laws and regulations being enacted around the world to protect the data rights of users, it can be difficult to understand when and how we can collect this information, as well as how we can use it.

In this talks, we'll explore the various types of data privacy laws and regulations in play today, new laws going into effect throughout the year, and what do we as developers need to do to ensure that we are compliant and stay out of regulators cross-hairs. Big or small no one goes unnoticed!",Room 102,2024-08-28,11:00:00,12:00:00,"['data privacy', 'data collection', 'privacy regurlations', 'Introductory and overview']",['Kamila Knapp']
d961b2a5-38e7-456d-b8e8-9ec5cf44388c,Azure AD for devs - a primer,"Come learn about Azure AD - Microsoft's cloud-scale identity platform. It can be tricky to figure out how auth works, but once you know it's a powerful tool in your toolbox. In this session we'll learn how it's done in a .NET web app. We'll discover what app registrations are, why we need one and how to wire up auth between a web app and an API backend. ",Room 103,2024-08-28,11:00:00,12:00:00,"['azure', 'cloud', '.net', 'authentication', 'Intermediate']","['Boden Nguyen', 'Nova Vasquez']"
8ce0f2c4-c9a7-46e1-80aa-62a64194a254,Message Queue Technology Approach to Dynamically Scaling C# Apps,"This session will discuss and demonstrate using Message Queues to create fault-tolerant, dynamic scaling (both horizontal and vertical) C# applications that will operate in a container without the need for hosting or licensing the container.  This will work for both .NET Framework applications as well as >= .NET 6 technology based C# applications.",Room 105,2024-08-28,11:00:00,12:00:00,"['c#', 'dynamic scaling', 'Intermediate']",['Liam Farmer']
d7449861-5d65-49a7-93f3-7c52c4f3d294,React: The Most Common Mistakes in 2023,"React is unopinionated. This makes it flexible. But it also means it's intimidating to get started, and difficult to scale. You constantly wonder if you're ""doing it wrong"". In this session, we'll explore the most common mistakes teams are making in modern React applications, and how to avoid them.",Grand Ballroom A,2024-08-28,13:30:00,14:30:00,"['react', 'Intermediate']",['Rowan Pope']
25dadeb2-c7e9-4d54-b7ba-6a68e685f3c0,Architecting ASP.NET Core for Geo-Distributed Deployment,"With the combination of ASP.NET Core and Azure PaaS tooling, it is possible to quickly, easily, and cost-effectively create a geo-distributed application that can be hosted for <= $400 a month.  Doing so, however, does require specific knowledge in both application architecture as well as application deployment to ensure operational effectiveness is managed.

This session will explore a sample application and distribution that shows automated deployment and operation of an application in multiple Azure Data Centers and the inputs necessary to accomplish this, including application architecture dependencies and options for Azure Configuration.

After this session attendees will have an example model allowing them to explore geo-distribution of their own applications with a solid understanding of pitfalls and troublesome areas of implementation.
  ",Grand Ballroom C,2024-08-28,13:30:00,14:30:00,"['asp.net', 'azure', 'Intermediate']",['Nicholas Felix']
ab5630fb-e0ad-4b11-8e50-05d5e1b94226,Creative Problem Solving,"You're a developer. Solving problems is a big part of what you do. But how can you learn to think more clearly and more creatively about the problems you are solving? In this session, you will learn about the cognitive science of creative thinking. You will also learn some practical things you can do to solve problems individually or as a team. ",Junior Ballroom A,2024-08-28,13:30:00,14:30:00,"['problem solving', 'Introductory and overview']",['Paisleigh Small']
a348e338-052d-4cfa-acf6-1ac0995cec11,Database Strategies for Better Mobile and Edge Apps - why REST won't cut it anymore,"Its the modern developers dilemma: Your mobile app needs to deliver real time responsiveness, maintain 24x7 uptime, and be secureand do so wherever the user happens to be - even if that's on a subway, airplane or elevator. Any failure to meet these requirements means a sub-par user experience which leads to an abandoned app and a poor app rating. To deliver on user expectations, you need to ensure your mobile apps have fast access to the data that makes them run. But if youre using REST APIs in the cloud for app data this can present challenges, not the least of which is a dependency on the internet. Options and approaches for dealing with internet dead-zones are available, but which one is best for meeting speed and availability requirements, and what are the tradeoffs to keep in mind when making a decision?  If these challenges sound familiar, then this talk is for you.

Join this session for a discussion of database strategies for mobile apps. We'll talk about how to choose the best database for your requirements, and for the development teams skill set. The session will include a LIVE DEMO of a mobile database powered app in action!

Topics include:
~Enabling and handling data persistence on a mobile device

~Essential database components like local data storage, data synchronization, and conflict resolution

~What to look for in an intuitive query API, including SQL support

~The importance of full-text search and flexible data models

~How an off-the-shelf solution accelerates app development
",Junior Ballroom B,2024-08-28,13:30:00,14:30:00,"['database', 'moblie app', 'Introductory and overview']",['Rudy Velasquez']
28463521-7840-45d6-a36e-5ef21827714a,Democratizing & Accelerating AI Through Azure Machine Learning and the Power Platform,"Learn the current state of affairs as it relates to Artificial Intelligence in the Microsoft space.  We'll cover things like Azure Machine Learning, AI Builder, Cognitive Services, and how to connect each of these tools with PowerApps.",Junior Ballroom C,2024-08-28,13:30:00,14:30:00,"['azure', 'machine learning', 'Artificial Inteligence', 'Introductory and overview']",['Esme Savage']
6dafc1d9-4766-41ff-95bc-c634608fcdbc,Digitally Transforming a Call Center with Azure Cosmos DB and SignalR,"Call Center agents have some of the hardest gigs, especially in a healthcare setting where they need to be licensed and credentialed, dealing with potentially life threatening situations. I recently worked with a group of nationally recognized agents to build a custom solution for them that allowed me to take advantage of both Azure Cosmos DB as well as SignalR. It positioned them to have software that fit their business processes, rather than having to tailor their business to the shortcoming of something off-the-shelf, and will allow them to scale up to meet future business opportunities with a highly responsive database and little to no code changes.",Junior Ballroom D,2024-08-28,13:30:00,14:30:00,"['azure', 'cosmos db', 'signalr', 'Advanced']","['Keaton Pace', 'Giana Murray']"
6f688bb1-32ba-4c0d-a5c7-6d64411e3100,"Blazor on Desktop: PWA, Electron or .NET MAUI","The desire to see web technologies power experiences on mobile/desktop is nothing new – the tools & techniques developers have at their disposal have gotten smart. With Blazor, developers get to build modern web apps with C#/.NET, running on server or fully client-side through WebAssembly - .NET developers are understandably excited about Blazor.

Blazor is very suitable for writing Progressive Web Apps (PWAs) that makes web apps wonderful citizens on mobile form factors. Blazor can also be used to build truly native or hybrid cross-platform apps, thus inviting .NET web developers to share code better. Electron is the battle-tested way of bringing web apps, including Blazor, to desktop land, complete with deep OS integrations.

.NET MAUI, the next generation of .NET cross-platform strategy, changes the game for Blazor. With a modern abstracted cross-platform WebView, Blazor UI can be rendered across mobile/desktop apps with lighter footprint, while sharing components, routes & styles from web world. Armed with full platform API access from .NET MAUI, Blazor can also pull off some very native features on mobile & desktop. JS Interop works too.

Blazor is very welcome on desktop apps – the how depends on app needs. The familiarity of Blazor component model, Razor rendering engine, CSS styling & UI extensibility can now be applied towards building desktop apps, all the while sharing code with web. You game?
",Room D1,2024-08-28,13:30:00,14:30:00,"['blazor', 'c#', '.net', 'web development', 'mobile app developement', 'Intermediate']","['Ashton Crane', 'Della Mann']"
85d8ba9c-1b27-4911-a7bf-18c37c219a83,Lessons from E2E Testing Web Applications - Cypress Best Practices,"Lots of companies are investing in end to end testing to release high quality software and remain competitive in todays market. Now with Cypress, end to end testing web applications have become very intuitive and a whole lot of fun.

Over the years, after working with Cypress, there are many lessons that I have learned the hard way. These valuable lessons taught me how to write robust and reliable tests that vastly improved the quality of my applications.

In this session, let's discuss best practices that I found useful to write Cypress E2E tests. These guidelines will enable you to release high quality software to your clients.",Junior Ballroom D,2024-08-28,16:00:00,17:00:00,"['software testing', 'cypress', 'Intermediate']","['Holden Navarro', 'Winter Cain']"
3e41e036-5927-468e-85a1-692821581dfe,Back-end Developers Guide to UI/UX Design: You have users too!,"Have you ever considered the fact that as a developer, you are a user interface/user experience designer? Its true. Whether intentional or not, we create user experiences every time we write code that someone else interacts with. 
If you've ever used an API that behaved exactly the way you expected it to you, it's likely that someone spent time thinking about who would be using that API and what their needs were. On the other hand, if you've ever tried to debug a 200-line method that did six different things, you can bet the person who wrote it wasn't thinking about maintainability, or how difficult it would be for someone else to understand that code.
In this session, we'll look at the most common types of users we serve, what their user interface looks like, and ways to improve those interfaces and their user experience.",Room D2,2024-08-28,13:30:00,14:30:00,"['UI/UX', 'design', 'Intermediate']",['Nehemiah Howell']
554f0ddd-1ba3-402b-94d9-f5c52c7ae9a5,7 Habits of Highly Successful Developers,"Software and website developers are in extremely high demand and rates continue to climb, but many developers have not yet realized their potential. Being good at what you do is important, but it's equally important that you can communicate the value you bring to an organization and build a reputation that will provide opportunities for growth, both professionally and financially. We will work together to measure your accomplishments, establish a personal brand, and walk away with a resume that conveys your true value!",Room 101,2024-08-28,13:30:00,14:30:00,['carrer'],['Mckenna Khan']
4af0e8d9-258e-43cf-8a81-abeb734eb67e,Don't skip the hard parts - migrating old .net apps,"Migration is hard, going at it alone is harder. My team at Microsoft has spent years working with customers - we heard one message loud and clear: please don't skip the hard parts when you offer migration guidance.

In this session we'll cover the Reliable web app pattern that launched in 2023 in the new Enterprise app patterns on Microsoft Learn. Come learn about the pillars of a well-architected cloud app and how we advise customers who are planning to move apps to the cloud.",Room 102,2024-08-28,13:30:00,14:30:00,"['cloud', 'migration', 'azure', 'Advanced']",['Elina Dudley']
9e507cb6-7963-419f-92c5-514930994125,Don't Wait for Permission: A Young Professional's Guide to Taking Ownership of Your Career,"A guide for young professionals to fight for autonomy in their workspace. You will gain tools and techniques for assessing your current job environment and molding it to empower the growth of your career and leadership capabilities.

Topic include:
Managing up - advocate for yourself as a tool to prepare for leading others.
Common mischaracterizations of job satisfaction.
Be a go getter - on agency and productively failing. 
Recipes for leading by influence. ",Room 103,2024-08-28,13:30:00,14:30:00,['carrer'],['Kendrick Compton']
92c035d4-b75b-4a82-876c-4b9fa6643387,Empower Your Software Development Team: Top 10 Essential Tools for Success," We will explore the top 10 essential tools that every software development team should be used to maximize productivity, efficiency, and collaboration. This session is designed for team leaders and individual contributors, covering a wide range of categories such as remote collaboration, password management, note-taking, email testing, development principles, and more.

We will discuss the pros and cons of each tool, along with practical tips on how to integrate them effectively into your team's workflow. Featuring tools like Miro, 1Password, Mailtrap, 12 Factor Apps, and other industry favorites, attendees will have a comprehensive understanding of the best tools available and how to leverage them for optimal team performance.",Grand Ballroom A,2024-08-28,14:45:00,15:45:00,"['software development', 'Introductory and overview']",['Colter Mayer']
17306bff-de95-4d96-a3dd-5d1764ceabac,Feeling the Flow: Orchestration and Choreography in Message-Based Applications,"In this session, I will guide you through the practical aspects of building message-based services in .NET. We'll explore orchestration using sagas, choreography using routing slips, and explain how each approach manages message flow and coordinates the interaction between services.

Whether you're a developer or an architect, this session will guide you to unlock the secrets of orchestrating and choreographing message-based applications. Join us and discover how these techniques can boost the performance and scalability of your applications while maintaining reliability and adaptability.
",Grand Ballroom B,2024-08-28,14:45:00,15:45:00,"['.net', 'software architecture', 'Intermediate']",['Ainhoa Rollins']
0dfda71d-2857-428b-ab97-b44c0f95ac9a,Going Schema-less: How to migrate a relational database to a NoSQL database,"There can be a lot of great benefits of developing with a NoSQL database over a relational database. In this presentation, you will learn about those benefits and also the potential pitfalls.  There will be demonstrations where we take relationally developed data, restructure it into a NoSQL database (Cosmos DB in particular), and develop an application to work with that data.",Grand Ballroom C,2024-08-28,14:45:00,15:45:00,"['nosql', 'cosmos db', 'Introductory and overview']",['Wes McCarthy']
884fcc31-e2f0-48e6-8c46-c8e62651fcb8,Saving Your Ass(ets) - Azure Resiliency Planning,"Every cloud architecture should include resiliency planning. But what should that planning include? Every cloud application implementation varies and understanding how applications behave when the infrastructure fails is paramount. For some companies it could mean the difference of near zero downtime to the other extreme of closing their business entirely. Are you really prepared?

In this talk, you'll learn about various architecture resiliency options. We'll discuss the cost analysis to understand if various approaches are cost effective. Also included in this talk in an understanding of what Azure regions are made of and how they can have an outage. The greatest takeaway you'll have is how to start making preparations against the unknowns that can happen at any time.",Junior Ballroom A,2024-08-28,14:45:00,15:45:00,"['cloud', 'azure', 'Intermediate']",['Kira Rios']
e7014d4e-de8f-4e25-b1e2-0491f4028e0d,Let's Skip the Buzz Words: Truly Understanding GenAI,"This session aims to provide attendees with a comprehensive introduction to GenAI, covering its core concepts, applications, ethical considerations, and future directions. Participants will have the opportunity to learn about the fundamental principles behind Generative Artificial Intelligence, discover its wide range of real-world applications such as creative content generation, healthcare, localization implications, and natural language processing. Additionally, they will gain insights into the ethical implications of GenAI, including responsible development practices and privacy concerns. By the end of the talk, attendees will be equipped with a solid understanding of GenAI's potential, its impact on various industries, and the challenges and opportunities that lie ahead.",Junior Ballroom B,2024-08-28,14:45:00,15:45:00,"['ai', 'GenAI', 'Introductory and overview']",['Israel Moon']
e4d44278-6f1d-46e5-ad5e-cdefe5713ea8,I Don't Need No Stinking Controllers - Composing Minimal APIs in ASP.NET Core,"Minimal APIs are one of the most talked about features in ASP.NET Core - they make starting and running your .NET API super simple. But how do they fit into the world of .NET web development? Are they really a solid replacement for controllers?

In this session, Spencer will explore minimal APIs and how they fit into the real world of .NET API development. We'll go over how they fit into existing and greenfield applications. We'll discuss their strengths as well as when you should avoid them and stick to controllers. Finally, we'll talk about how they will change in .NET 7.",Junior Ballroom C,2024-08-28,14:45:00,15:45:00,"['.net', 'web development', 'api', 'Introductory and overview']",['Holden Yoder']
edba9634-cda2-4ae8-8b52-9891af5fac43,Getting Started with Accessibility in React,"Many of us have heard the accessibility basics: use semantic HTML, include alt text, test with a screen reader, etc. However, when we're dealing with React – and JSX specifically – there are a few extra things we need to keep in mind. In this session, we'll discuss the React-specific adjustments we need to make in order to build accessible applications.",Junior Ballroom D,2024-08-28,14:45:00,15:45:00,"['web development', 'react', 'jsx', 'Introductory and overview']",['Naya Richards']
04afc27f-e69a-43c9-9595-7f1a0ee4f563,"ARM, Bicep, knees and toes! Infrastructure as code for beginners.","Infrastructure as code allows you to deploy consistent and stable environments in an automated fashion eliminating the need for manual configuration. Tools like ARM, Bicep and Terraform are used to build templates that make these deployments possible, but the syntax of some of them can make it challenging to get started. In this talk, we will explore the differences between these tools and how you can deploy resources using each of them. By the end of this talk youll be ready to create your own templates and deploy your resources to the cloud.",Room D1,2024-08-28,14:45:00,15:45:00,"['ARM', 'bicep', 'terraform', 'Introductory and overview']",['Emerie Hutchinson']
10d80c04-40f4-4a33-8c85-c56d92fa67d7,Dynamics CRM Customization: A Technical Overview & Career Opportunities,"Want to enrich your career opportunities? Want to transition from a generic developer into a specialized Microsoft Dynamics 365 professional?

Whether you are a front-end or back-end developer, you can leverage your existing coding skills to get into the world of Microsoft Dynamics 365 customization.

In this session you will learn,
-What are the opportunities in Microsoft new direction with Dynamics 365?
-What type of customizations can be done: front-end web resources and back-end plugins?

We will focus on examples from CRM/Customer Engagement module. Walkthrough some examples in JavaScripts, C#, and single-page applications.

This session is best suited for developers who want to get into Dynamics CRM customization and know how to code in JavaScripts or one of .NET programming languages, e.g. C#, VB, F#.
",Room D2,2024-08-28,14:45:00,15:45:00,"['Microsoft Dynamics 365', 'CRM', 'Introductory and overview']","['Korbin Butler', 'Athena Singleton']"
1531585d-57d3-4fa6-8067-afdcb8e7e106,Full Stack Type Safety Across Languages,"Explore how type safety can transcend language barriers, and how you can combine your front-end and back-end code into a killer monorepo with Nx, .NET, and Angular. Using openapi extraction and code generation, we will explore how changing an interface in the backend can trigger build time failures for your front end, and exactly why that is a good thing anyways.

The driving example will utilize C# and ASP.NET Core, with Angular for the front end. Alternative commands will be provided for react, but both the front end and back end can be swapped out for nearly any tool that you may want to use. ",Room 101,2024-08-28,14:45:00,15:45:00,"['.net', 'angular', 'Nx', 'Advanced']","['Landyn Newton', 'Braelynn Rasmussen']"
fae209d3-f0a5-4477-a672-7b0c805e65c4,Introducing the Privacy Stack,"Laws have been, and are being, enacted to reign in the rampant misuse of consumers data by a few, albeit large, organizations looking to profit on this bountiful field of consumer knowledge. But where does that leave those teams and organizations doing, or looking to do the right thing by our consumers? How do we handle the complexity due to our ever expanding, sometimes fragile architecture? Where do we start? What do we need? 

That is why we created the Privacy Stack! The Privacy Stack is a blueprint for an architecture designed to integrate into and operate with the traditional data stack. It aims to move the industry towards a much more robust data privacy stance - that collecting and processing every piece of data for every purpose must have a legitimizing reason, i.e., permission.

In this talk we will 
- seek to educate attendees on the current state of the privacy regulation landscape so they can better understand the complexities and ever changing landscape surrounding data privacy,
- define a common language, lingua franca, to be used throughout the discussion of understanding data privacy and the Privacy Stack,
- look at the various components that make up the Privacy Stack and their purpose,
- discuss the future of the Privacy Stack and how attendees can get involved


Attendees should come away with,
- a high-level understanding of todays privacy landscape, how complex it is, and how its continually evolving,
- a common set of terminology used throughout the data privacy landscape and a common language to use when discussing with fellow data privacy enthusiasts,
- an understanding of what components are needed when integrating data privacy choices within a new or existing architecture,
- a way to be a part of the effort to grow and improve this reference architecture.
",Room 102,2024-08-28,14:45:00,15:45:00,"['data privacy', 'Intermediate']",['Will Foster']
ac526c5f-7d2f-49c6-954c-6ab9279e3a0d,Getting on the Message Bus,"This session covers the basics of a message bus. What is it? What is its purpose? What benefits are there?

The first stop is how a message bus works including an overview of the architecture and key components, such as producers, consumers, and message brokers.

The next stop is an explanation of message flow and how messages are routed and filtered in a message bus.

The third stop is for use cases of a message bus including microservices architecture, event-driven architecture, enterprise integration, and asynchronous processing.

The last stop ties it all together: we will get a message bus running with RabbitMQ. ",Room D1,2024-08-28,16:00:00,17:00:00,"['message bus', 'Introductory and overview']",['Benson Vang']
50bb841f-dbc7-46ec-8ab5-83388b6d89fd,Discover the Power of Git for Your Infrastructure,"Git, a tool initially designed for version control, has evolved into an invaluable asset for infrastructure management. This talk will showcase how Git can transform your approach to infrastructure.
Learn how GitOps, an approach gaining traction, simplifies managing infrastructure through code. No more manual configurations or risky setups. With GitOps, your team can ensure consistency across different environments, automate deployments, and have a single source of truth.
Join us to explore real-world examples of Git streamlining infrastructure processes. Uncover the benefits of this approach, such as reducing errors and speeding up delivery. Say goodbye to complex setups and welcome Git as your new application infrastructure tool.",Room 103,2024-08-28,14:45:00,15:45:00,"['git', 'DevOps', 'Advanced']",['Brielle Skinner']
a7bdf400-1199-4b6f-9abe-7d7eb90da939,Introduction to Software Defined Radio (SDR),"In recent years, cheap hardware devices and prolific software packages have allowed hobbyists and tinkerers to learn and play with radio using a laptop and USB stick.  This session will introduce participants to some of the devices and software available for exploring the radio signals around them.  It will also explore some alternative approaches to introduce participants to common radio signals and give them ways to start exploring without buying hardware.",Room 105,2024-08-28,14:45:00,15:45:00,"['Software Defined Radio', 'SDR', 'Introductory and overview']","['Ridge Carter', 'Lucy Bernal']"
5fde59ab-ab74-4554-aa5d-574d97acbeab,Power App Power Hour:   From Requirements to Release in an Hour (with time for questions),"In this fast paced and informative sessions Kevin will demonstrate the power (and speed) available in the Microsoft Power Platform and, more specifically, DataVerse and Power Apps.

Starting with a set of real-world (and non-trivial) requirements Kevin will start from scratch and spend the hour implementing a production ready solution built using DataVerse and a Model-Driven Power App.   As he implements the solution he will describe the technologies and capabilities of these platforms and explain how they can be utilized in a variety of scenarios.

If you are a developer or manager who has only heard about the power of the Power Platform (or scoff at people who dare to consider Low Code/No Code solutions) then this session will be the perfect opportunity to see it in action and get a sense of what it can be used for.
",Grand Ballroom A,2024-08-28,16:00:00,17:00:00,"['power apps', 'data management', 'Introductory and overview']",['Eithan Mason']
bac1f8db-93ee-4f66-a6f1-0ccf892a8bf4,JSON Data Modeling in Document Databases,"If youre thinking about using a document database, it can be intimidating to start. A flexible data model gives you a lot of choices, but which way is the right way? Is a document database even the right tool? In this session well go over the basics of data modeling using JSON. Well compare and contrast with traditional RDBMS modeling. Impact on application code will be discussed, as well as some tooling that could be helpful along the way. The examples use the Couchbase Capella document database, but the principles from this session can also be applied to CosmosDb, Mongo, RavenDb, etc.",Grand Ballroom B,2024-08-28,16:00:00,17:00:00,"['data modeling', 'document database', 'Intermediate']","['Sienna Acosta', 'Jensen Potter']"
eaa0c684-52c4-4ffe-a381-29ab8255c8f8,Going Solo,"I went solo as an independent software developer over 10 years ago, and I never looked back.  Unlike many that have gone solo, I did not want to have employees, nor create a software consultancy.  I wanted a career path that provided the most flexibility without any financial cap.

In this talk, you will learn from successes and (big) failures.  We will briefly touch on how to get started.  You will discover that working by the hour is not how you can grow your business.  Also, you will discover that niching-down is what really opens the door to success.",Grand Ballroom C,2024-08-28,16:00:00,17:00:00,"['Independent Software Developer', 'carrer', 'Introductory and overview']",['Rory Galvan']
af5f2712-df0a-4eae-934a-08c252d2c50d,Customizing ASP.Net Identity and adding Third-Party sign-in providers,"You have identity baked into your ASP.Net MVC, but you want to change some of the default user properties and you're not sure where to start, especially when it comes to creating custom sign-in forms.  
Additionally, you want to create the ability to sign in to the application via Microsoft, Facebook, or Google. 
This session will show how to update the default application user with new properties, scaffold the identity pages for modification, and integrate third-party sign in via Microsoft and other providers",Junior Ballroom A,2024-08-28,16:00:00,17:00:00,"['asp.net', 'mvc', 'Third-Party Sign-In', 'Intermediate']",['Kingsley Curtis']
8ed89410-bf74-4b23-be55-b7de97070e09,Let's abstract management & control of the integration APIs with Azure API Management,"As businesses expose their capabilities through API, the delivery team wants to manage variations in integration requests from Clients and control how & who uses it. Azure API Management provides a management plane which lets you to separate these business needs & concerns without changing the backend service (API) and addresses them in a centralized way. 
In this session, I will walk you through core concepts of Azure API Management and how to apply them in Azure Portal.",Junior Ballroom B,2024-08-28,16:00:00,17:00:00,"['azure', 'api management', 'Intermediate']",['Alexis McCall']
4337ba83-4646-4c0f-bc51-56414776918d,Practical introduction to OpenTelemetry tracing,"Tracking a requests flow across different components in distributed systems is essential. With the rise of microservices, their importance has risen to critical levels. Some proprietary tools for tracking have been used already: Jaeger and Zipkin naturally come to mind.

Observability is built on three pillars: logging, metrics, and tracing. OpenTelemetry is a joint effort to bring an open standard to them. Jaeger and Zipkin joined the effort so that they are now OpenTelemetry compatible.

In this talk, Ill describe the above in more detail and showcase a (simple) use case to demo how you could benefit from OpenTelemetry in your distributed architecture.",Junior Ballroom C,2024-08-28,16:00:00,17:00:00,"['distributed systems', 'distributed architecture', 'Introductory and overview']",['Leilani Richards']
3ee060ae-5c52-44ff-b0f5-76e8710e0805,Manage Kubernetes anywhere with Azure Arc-enabled K8's,"If you need to manage K8's in Azure, on-prem, or other clouds, don't miss this session. We will discuss what Azure Arc is and then jump into a demo of Azure Arc 4 Kubernetes features, including deploying applications, monitoring, threat protection and other key features.",Junior Ballroom B,2024-08-29,08:30:00,09:30:00,"['Kubernetes', 'azure', 'cloud', 'azure arc', 'Intermediate']",['Reina Gould']
d12a6b88-36b7-4fbf-9db2-4d6848bbc010,Improving code quality with Static Analyzers,"How do you keep code consistent across a team or make sure your independent code follows accepted standards, use a Static Analyzer tool. See how to use some of these tools for your .Net, JavaScript, Style sheets, etc. to improve your code as an independent or large team lead.

Whether you're an independent developer that needs assistance reviewing your code, or a member of a large team that wants to keep code consistency among the team, static analyzer tools can help identify and optionally fix issues in your code. Many platforms have their own version to help based on the language, including Roslyn, JsLint, CssLint, SonarQube. FxCop, StyleCop, etc. We'll take a look at some of these tools and explore how they can help identify issues in your code and improve maintainability and decrease errors before you deploy to production. We'll also look at the ability to build your own tool to enforce rules in your specific domain.
",Room D2,2024-08-28,16:00:00,17:00:00,"['coding prctices', 'Intermediate']",['Madisyn Rodriguez']
8a815f3c-139e-44e1-aff7-49942690bad9,"I'll Get Back to You: Task, Await, and Asynchronous Methods in C#","There's a lot of confusion about async/await, Task/TPL, and asynchronous and parallel programming in general. So let's start with the basics and look at how we can call asynchronous methods using Task and then see how the ""await"" operator can makes things easier for us. Along the way, well look at continuations and exception handling.",Room 101,2024-08-28,16:00:00,17:00:00,"['parallel programming', 'c#', 'Intermediate']",['Henry Hale']
d0f7dcff-49dc-4af1-a891-677065adeb2f,Let's Change How Your IT Team Adapts to Change,"As dealing with change becomes a regular software development  activity, leading change becomes a skill to develop and master. Adapting a team in today's world of “always on” transformation can actually be invigorating instead of exhausting. Don't try to avoid the chaos, manage it by understanding the Satir Change Curve Model. Focusing on the people through empathy and perspective are the keys to success. Discover the steps to becoming an effective change leader through this enlightening look at IT organizational transformation.

Attendees will learn how to:

-	Switch from being a change manager to a change leader
-	Understand that chaos during change is not failure
-	Develop organizational flexibility
-	Focus on the people you are leading through change
",Room 102,2024-08-28,16:00:00,17:00:00,"['team management', 'Intermediate']",['Brinley Campos']
d269d79f-ba9f-4033-b7c4-210d82e568e3,Animating Vue.js with GSAP,"Animations are an easy way to add depth and dimension to an application. There are a lot of animation platforms out there, but in my opinion, GSAP is head and shoulders above the rest. In this presentation we will be discussing adding the Greensock Animation Platform to your Vue.js application and how using it can bring your application to life. Specific demos will be given on how to integrate GSAP into lifecycle hooks, router guards, page transitions, and list generation while using Vue.js.",Room 103,2024-08-28,16:00:00,17:00:00,"['animation', 'vue.js', 'GSAP', 'Intermediate']",['Gideon Conrad']
54e9244e-dd5a-48c3-8700-413d1450a48b,Maximizing Value in Azure: A Strategic Guide for Architects and Administrators,"In this session, we will explore cost optimization strategies for offerings in Azure. As an Azure engineer, ensuring that your organization's cloud resources are utilized efficiently and effectively is crucial. We will discuss various Azure tools, such as the Pricing Calculator, Policies, Cost Management, and Reserved Instances, which can help you make informed decisions and optimize your cloud spend.

Through real-world case studies, attendees will learn how organizations have successfully implemented cost-saving measures in their Azure environments. By the end of the session, participants will have a deeper understanding of Azure cost optimization strategies, enabling them to maximize value and minimize costs for their organizations.",Grand Ballroom A,2024-08-29,08:30:00,09:30:00,"['azure', 'cloud', 'Intermediate']",['Bexley Klein']
9b3df16b-6261-44e9-b9e4-175a9295ee6b,So you want to be an Architect,"This session is a quick look at all aspects of being a corporate software architect. Whither you are a developer looking to move into the role of architect, needing to have an understanding of what is expected or already in the role of software architect looking for new and interesting ideas, this session is for you.

This session is designed to be a jam session on all aspects of software architecture and many of the roles of software architect. The following subject areas will be covered:

* Software Development Process
* Project Key Mechanisms: Languages and Frameworks
* Security: Threats, Securing Code Review, Adding Security to you process
* Layers, Partitions and Topologies
* VM Optimizations
* Usability and User Experience
* Optimizing the Web
* Ready for Production: Monitoring
* Integration
* Data Modeling",Grand Ballroom B,2024-08-29,08:30:00,09:30:00,"['software architecture', 'security', 'Intermediate']",['Marco Henry']
95600a35-df26-4d6f-af60-8e23ca1e434e,Middleware Showdown: Exploring Diverse Messaging Solutions,"Get ready for an insightful session where we delve into messaging solutions and compare popular options such as RabbitMQ, Azure Service Bus, Amazon SQS, and Apache Kafka. In addition, we'll challenge these solutions and consider the unconventional approach of using a database as a message queue. Join us as we evaluate each approach's benefits, trade-offs, and considerations.

During this session, we will explore each messaging solution's strengths, use cases, and integration possibilities. We'll examine how they handle message routing, scalability, reliability, and support for various messaging patterns. We'll also consider non-functional criteria such as ease of use, ecosystem maturity, and deployment options.

By the end of this session, you'll have gained valuable insights to help you make informed decisions when selecting the most suitable messaging solution for your application. Join us for this enlightening discussion and broaden your understanding of the diverse messaging landscape.",Grand Ballroom C,2024-08-29,08:30:00,09:30:00,"['messaging', 'Intermediate']",['Summer Zhang']
